"Id";"Name";"Order";"CategoryId";"Country";"Region";"IsActive";"CountryCode";"Language";"IsMajor";"IsInternational"
"sr:tournament:1";"European Championship";2;"sr:category:4";"International";"intl";1;"UFA";"en-US";1;1
"sr:tournament:1000";"Super League";1000;"sr:category:85";"Malaysia";"other";1;"";"en-US";0;0
"sr:tournament:1002";"Kuwait League";1000;"sr:category:331";"Kuwait";"other";0;"";"en-US";0;0
"sr:tournament:1006";"Elite One";1000;"sr:category:391";"Cameroon";"other";1;"";"en-US";0;0
"sr:tournament:1008";"Copa Del Sol";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:101";"J. League Cup";1000;"sr:category:52";"Japan";"other";0;"";"en-US";0;0
"sr:tournament:1015";"Liga 1";1000;"sr:category:368";"Indonesia";"other";1;"";"en-US";0;0
"sr:tournament:1016";"U21";1000;"sr:category:155";"Sweden Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1018";"Cyprus Women Cup";79;"sr:category:4";"International";"intl";1;"";"en-US";1;1
"sr:tournament:1020";"FA Cup";1000;"sr:category:322";"South Africa";"other";1;"";"en-US";0;0
"sr:tournament:1024";"Copa Argentina";1000;"sr:category:48";"Argentina";"other";1;"";"en-US";0;0
"sr:tournament:1026";"Kakkonen, Etelainen";1000;"sr:category:19";"Finland";"other";0;"";"en-US";0;0
"sr:tournament:1032";"Premier League";1000;"sr:category:485";"Thailand";"other";0;"";"en-US";0;0
"sr:tournament:1044";"The FA Women's Super League";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1048";"Spor Toto Cup";1000;"sr:category:46";"Turkey";"other";0;"";"en-US";0;0
"sr:tournament:1052";"U18 Slovakia Cup";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1054";"CAF Champions League";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1058";"Svenska Cup Women";1000;"sr:category:9";"Sweden";"other";0;"";"en-US";0;0
"sr:tournament:1060";"Baltic Cup";59;"sr:category:4";"International";"intl";1;"";"en-US";1;1
"sr:tournament:1062";"NM Cup Women";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:1072";"U23 Friendly Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1074";"U20 Copa Libertadores";1000;"sr:category:392";"International Youth";"other";1;"";"en-US";0;1
"sr:tournament:1079";"Regionalliga Southwest";1000;"sr:category:122";"Germany Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1083";"Regionalliga Northeast";1000;"sr:category:122";"Germany Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1085";"Regionalliga Bavaria";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1087";"PFL, East";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:1089";"Bayernliga North";1000;"sr:category:122";"Germany Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1091";"Bayernliga South";1000;"sr:category:122";"Germany Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1093";"PFL, South";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:1095";"PFL, Center";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:1097";"PFL, Ural-Povolzhye";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:1099";"PFL, West";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:11";"WC Qualification, UEFA";3;"sr:category:4";"International";"intl";1;"FFA";"en-US";1;1
"sr:tournament:1101";"Promotion League";1000;"sr:category:25";"Switzerland";"other";1;"";"en-US";0;0
"sr:tournament:1103";"Oberliga Niederrhein";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1105";"Oberliga Mittelrhein";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1107";"Supercup";1000;"sr:category:257";"Albania";"other";1;"";"en-US";0;0
"sr:tournament:1109";"Oberliga Rheinland-Pfalz";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1111";"Northern League, Pr. Div";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1113";"Southern League, Pr. Div";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1115";"CAF Confederations Cup";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1117";"Reserve League";1000;"sr:category:33";"Belgium";"other";0;"";"en-US";0;0
"sr:tournament:1119";"Supercopa de Catalunya";92;"sr:category:32";"Spain";"other";1;"ESP";"en-US";1;0
"sr:tournament:1125";"MTN 8";1000;"sr:category:322";"South Africa";"other";1;"";"en-US";0;0
"sr:tournament:1127";"Primera Division Women";96;"sr:category:32";"Spain";"other";1;"ESP";"en-US";1;0
"sr:tournament:1129";"Premier League 2";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1131";"Isthmian League, Pr. Div";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1133";"U19 Championship";1000;"sr:category:44";"Portugal";"other";0;"";"en-US";0;0
"sr:tournament:1135";"Second Prof. League";1000;"sr:category:78";"Bulgaria";"other";1;"";"en-US";0;0
"sr:tournament:1137";"Premier League";1000;"sr:category:755";"Pakistan";"other";1;"";"en-US";0;0
"sr:tournament:1139";"Division 1 Women";116;"sr:category:7";"France";"other";1;"FRA";"en-US";1;0
"sr:tournament:1161";"Caribbean Cup";57;"sr:category:4";"International";"intl";1;"";"en-US";1;1
"sr:tournament:1191";"Premier League";1000;"sr:category:542";"Ghana";"other";0;"";"en-US";0;0
"sr:tournament:1205";"League Cup";1000;"sr:category:322";"South Africa";"other";1;"";"en-US";0;0
"sr:tournament:1211";"Ligue 1";1000;"sr:category:390";"Ivory Coast";"other";1;"";"en-US";0;0
"sr:tournament:1217";"Copa Centroamericana";52;"sr:category:4";"International";"intl";1;"COP";"en-US";1;1
"sr:tournament:1221";"Copa Chile";1000;"sr:category:49";"Chile";"other";1;"";"en-US";0;0
"sr:tournament:1222";"OFC Champions League";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1224";"Winter League";1000;"sr:category:18";"Czech Republic";"other";0;"";"en-US";0;0
"sr:tournament:1226";"Premier League";1000;"sr:category:886";"Senegal";"other";1;"";"en-US";0;0
"sr:tournament:1230";"Torneos de Verano";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1234";"Paulista, Serie A2";1000;"sr:category:13";"Brazil";"other";1;"";"en-US";0;0
"sr:tournament:1236";"Super Cup";1000;"sr:category:366";"Vietnam";"other";1;"";"en-US";0;0
"sr:tournament:1238";"Primera B";1000;"sr:category:274";"Colombia";"other";1;"";"en-US";0;0
"sr:tournament:1240";"Primera B";1000;"sr:category:49";"Chile";"other";1;"";"en-US";0;0
"sr:tournament:1244";"NextGen Series";1000;"sr:category:392";"International Youth";"other";1;"";"en-US";0;1
"sr:tournament:1246";"Viareggio Cup";1000;"sr:category:392";"International Youth";"other";1;"";"en-US";0;1
"sr:tournament:1248";"Brisbane Premier League";1000;"sr:category:34";"Australia";"other";0;"";"en-US";0;0
"sr:tournament:1250";"CAF Super Cup";1000;"sr:category:393";"International Clubs";"other";0;"";"en-US";0;1
"sr:tournament:1254";"Segunda Division";1000;"sr:category:280";"Paraguay";"other";1;"";"en-US";0;0
"sr:tournament:1258";"NPL, South Australia";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1260";"NPL, Capital Football";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1262";"Super Cup";1000;"sr:category:160";"Lithuania";"other";1;"";"en-US";0;0
"sr:tournament:1266";"Super Cup";1000;"sr:category:163";"Latvia";"other";0;"";"en-US";0;0
"sr:tournament:1268";"NPL, Queensland";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1270";"NPL, Western Australia";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1274";"NPL, New South Wales";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1275";"NPL, Victoria";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1279";"Regionalliga Salzburg";1000;"sr:category:97";"Austria Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1281";"Brasileiro Serie C";1000;"sr:category:13";"Brazil";"other";1;"";"en-US";0;0
"sr:tournament:1295";"Emirates Cup";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:13";"WC Qualification, CAF";4;"sr:category:4";"International";"intl";1;"FFA";"en-US";1;1
"sr:tournament:1303";"U21";1000;"sr:category:18";"Czech Republic";"other";0;"";"en-US";0;0
"sr:tournament:1307";"U19";1000;"sr:category:86";"Ukraine";"other";0;"";"en-US";0;0
"sr:tournament:1309";"Supercup";1000;"sr:category:49";"Chile";"other";1;"";"en-US";0;0
"sr:tournament:131";"Eerste Divisie";1000;"sr:category:35";"Netherlands";"other";1;"";"en-US";0;0
"sr:tournament:1311";"AME Cup";1000;"sr:category:134";"Malta";"other";1;"";"en-US";0;0
"sr:tournament:1325";"Prem League Asia Trophy";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1327";"U19 1. Liga";1000;"sr:category:23";"Slovakia";"other";1;"";"en-US";0;0
"sr:tournament:133";"Copa America";51;"sr:category:4";"International";"intl";1;"COP";"en-US";1;1
"sr:tournament:1335";"Copa Colombia";1000;"sr:category:274";"Colombia";"other";1;"";"en-US";0;0
"sr:tournament:1337";"Int. Champions Cup";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1339";"NB II";1000;"sr:category:11";"Hungary";"other";1;"";"en-US";0;0
"sr:tournament:1343";"Supercup";1000;"sr:category:387";"San Marino";"other";0;"";"en-US";0;0
"sr:tournament:1347";"Primera B";1000;"sr:category:48";"Argentina";"other";1;"";"en-US";0;0
"sr:tournament:135";"2. Liga";1000;"sr:category:17";"Austria";"other";0;"";"en-US";0;0
"sr:tournament:136";"A-League";22;"sr:category:34";"Australia";"as";1;"AUS";"en-US";1;0
"sr:tournament:13635";"Premier League, Women";1000;"sr:category:21";"Russia";"other";1;"";"en-US";0;0
"sr:tournament:1365";"CLJ";1000;"sr:category:47";"Poland";"other";0;"";"en-US";0;0
"sr:tournament:13681";"Canadian Championship";1000;"sr:category:388";"Canada";"other";1;"";"en-US";0;0
"sr:tournament:13685";"U20 Campeonato Brasileiro";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:13687";"United Soccer League";1000;"sr:category:26";"USA";"other";0;"";"en-US";0;0
"sr:tournament:1369";"League Cup";1000;"sr:category:299";"United Arab Emirates";"other";1;"";"en-US";0;0
"sr:tournament:1374";"Serie D, Girone A";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1376";"Serie D, Girone B";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1378";"Serie D, Girone C";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1380";"Serie D, Girone D";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1382";"Serie D, Girone E";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1384";"Serie D, Girone F";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1386";"Serie D, Girone G";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1388";"Serie D, Girone H";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:1390";"Serie D, Girone I";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:14";"WC Qual, CONCACAF";8;"sr:category:4";"International";"intl";1;"FFA";"en-US";1;1
"sr:tournament:140";"Gold Cup";53;"sr:category:4";"International";"intl";1;"CAF";"en-US";1;1
"sr:tournament:14043";"League Cup, Premier";1000;"sr:category:66";"Israel";"other";0;"";"en-US";0;0
"sr:tournament:14045";"League Cup, National";1000;"sr:category:66";"Israel";"other";0;"";"en-US";0;0
"sr:tournament:14145";"Coupe Nationale";1000;"sr:category:390";"Ivory Coast";"other";0;"";"en-US";0;0
"sr:tournament:14147";"Msfl";1000;"sr:category:18";"Czech Republic";"other";1;"";"en-US";0;0
"sr:tournament:14151";"Cfl";1000;"sr:category:18";"Czech Republic";"other";1;"";"en-US";0;0
"sr:tournament:14189";"Superliga";1000;"sr:category:565";"Kosovo";"other";1;"";"en-US";0;0
"sr:tournament:14191";"U20 Super League";1000;"sr:category:67";"Greece";"other";0;"";"en-US";0;0
"sr:tournament:14193";"Elitedivisionen, Women";1000;"sr:category:8";"Denmark";"other";1;"";"en-US";0;0
"sr:tournament:14197";"Bundesliga, Women";1000;"sr:category:97";"Austria Amateur";"other";1;"";"en-US";0;0
"sr:tournament:142";"Oberliga BW";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:14229";"Danmarksserien, Pulje 4";1000;"sr:category:95";"Denmark Amateur";"other";1;"";"en-US";0;0
"sr:tournament:14231";"First League";1000;"sr:category:565";"Kosovo";"other";1;"";"en-US";0;0
"sr:tournament:14321";"Ligue 2";1000;"sr:category:304";"Algeria";"other";1;"";"en-US";0;0
"sr:tournament:1434";"Morocco Cup";1000;"sr:category:303";"Morocco";"other";1;"";"en-US";0;0
"sr:tournament:144";"Bayernliga";1000;"sr:category:122";"Germany Amateur";"other";1;"";"en-US";0;0
"sr:tournament:14413";"U20 Copa Do Brasil";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:1448";"3rd League, Group 1";1000;"sr:category:67";"Greece";"other";0;"";"en-US";0;0
"sr:tournament:145";"Oberliga NOFV North";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:146";"Oberliga Westfalen";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1460";"3rd Division";1000;"sr:category:102";"Cyprus";"other";1;"";"en-US";0;0
"sr:tournament:14604";"Africa Cup of Nations, Women";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:1462";"Cup of 3rd League";1000;"sr:category:67";"Greece";"other";0;"";"en-US";0;0
"sr:tournament:1464";"UEFA Youth League";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:14688";"Kosovo FA Cup";1000;"sr:category:565";"Kosovo";"other";0;"";"en-US";0;0
"sr:tournament:14758";"Campeonato de Portugal";1000;"sr:category:44";"Portugal";"other";1;"";"en-US";0;0
"sr:tournament:14800";"Florida Cup";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:14864";"Premier League";1000;"sr:category:824";"Uganda";"other";1;"";"en-US";0;0
"sr:tournament:14868";"J-League New Year Cup";1000;"sr:category:52";"Japan";"other";0;"";"en-US";0;0
"sr:tournament:14876";"Copa Verde";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:150";"Oberliga NOFV South";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:15027";"Ligapro Primera B";1000;"sr:category:165";"Ecuador";"other";1;"";"en-US";0;0
"sr:tournament:15091";"Campeonato Brasileiro, Women";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:1510";"National Premier League";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:15123";"National League";1000;"sr:category:291";"Republic of Korea";"other";1;"";"en-US";0;0
"sr:tournament:1518";"Stars Cup";1000;"sr:category:353";"Qatar";"other";1;"";"en-US";0;0
"sr:tournament:152";"Liga I";1000;"sr:category:77";"Romania";"other";1;"";"en-US";0;0
"sr:tournament:15219";"FA Cup";1000;"sr:category:339";"Hong Kong, China";"other";0;"";"en-US";0;0
"sr:tournament:15227";"Campeonato Alagoano";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:15231";"Paraibano";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:15235";"Segunda Division";1000;"sr:category:20";"Peru";"other";0;"";"en-US";0;0
"sr:tournament:15257";"Sergipano";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:15279";"Urvalsdeild, Women";1000;"sr:category:10";"Iceland";"other";1;"";"en-US";0;0
"sr:tournament:15281";"U20 Paulista";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:15283";"2. Deild";1000;"sr:category:10";"Iceland";"other";0;"";"en-US";0;0
"sr:tournament:15285";"Premier Development League";1000;"sr:category:26";"USA";"other";0;"";"en-US";0;0
"sr:tournament:1530";"U17 CONCACAF Ch.ship W";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:15327";"Federation Cup";1000;"sr:category:352";"India";"other";0;"";"en-US";0;0
"sr:tournament:15335";"Brasileiro Serie D";1000;"sr:category:13";"Brazil";"other";1;"";"en-US";0;0
"sr:tournament:154";"1. CFL";1000;"sr:category:386";"Montenegro";"other";1;"";"en-US";0;0
"sr:tournament:1542";"Premier Division";1000;"sr:category:938";"Gibraltar";"other";1;"";"en-US";0;0
"sr:tournament:1544";"Super Cup";1000;"sr:category:297";"Azerbaijan";"other";0;"";"en-US";0;0
"sr:tournament:155";"Superliga";35;"sr:category:48";"Argentina";"am";1;"ARG";"en-US";1;0
"sr:tournament:1554";"Primavera Cup";104;"sr:category:31";"Italy";"other";1;"ITA";"en-US";1;0
"sr:tournament:15636";"China League 2";1000;"sr:category:99";"China";"other";0;"";"en-US";0;0
"sr:tournament:15644";"Copa Paulista";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:1568";"U20 CONCACAF W, Ch.ship";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1588";"Algerian Cup";1000;"sr:category:304";"Algeria";"other";1;"";"en-US";0;0
"sr:tournament:1592";"U23 Premier League Cup";1000;"sr:category:252";"England Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1594";"U18 Valentin G. Mem Cup";1000;"sr:category:392";"International Youth";"other";1;"";"en-US";0;1
"sr:tournament:1596";"Copa do Nordeste";1000;"sr:category:13";"Brazil";"other";1;"";"en-US";0;0
"sr:tournament:1598";"Copa MX";1000;"sr:category:12";"Mexico";"other";1;"";"en-US";0;0
"sr:tournament:16";"World Cup";1;"sr:category:4";"International";"intl";1;"FFA";"en-US";1;1
"sr:tournament:1610";"U22 AFC Championship";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1612";"U20 CONMEBOL, Women";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1614";"Paulista, Serie A3";1000;"sr:category:13";"Brazil";"other";1;"";"en-US";0;0
"sr:tournament:1618";"Super Cup";1000;"sr:category:48";"Argentina";"other";1;"";"en-US";0;0
"sr:tournament:1620";"Winter Cup";1000;"sr:category:163";"Latvia";"other";0;"";"en-US";0;0
"sr:tournament:1622";"U21Com.w Ind. States Cup";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1626";"NPL, Tasmania";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1630";"Desert Diamond Cup";1000;"sr:category:26";"USA";"other";0;"";"en-US";0;0
"sr:tournament:1632";"FAI Presidents Cup";1000;"sr:category:51";"Ireland";"other";0;"";"en-US";0;0
"sr:tournament:1634";"Crown Prince Cup";1000;"sr:category:310";"Saudi Arabia";"other";0;"";"en-US";0;0
"sr:tournament:16356";"KingÂ´s Cup";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:16358";"U20 League";1000;"sr:category:12";"Mexico";"other";0;"";"en-US";0;0
"sr:tournament:1638";"NPL, Northern New South";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:1644";"Premier League";1000;"sr:category:805";"Kenya";"other";1;"";"en-US";0;0
"sr:tournament:1646";"Carolina Challenge Cup";1000;"sr:category:26";"USA";"other";0;"";"en-US";0;0
"sr:tournament:1648";"Torneo Del Inca";1000;"sr:category:20";"Peru";"other";0;"";"en-US";0;0
"sr:tournament:1654";"Philippines Footb. League";1000;"sr:category:847";"Philippines";"other";1;"";"en-US";0;0
"sr:tournament:166";"Regionalliga East";1000;"sr:category:97";"Austria Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1662";"Naisten Liiga";1000;"sr:category:19";"Finland";"other";1;"";"en-US";0;0
"sr:tournament:16668";"Tournament of Nations, Women";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:167";"Regionalliga West";1000;"sr:category:97";"Austria Amateur";"other";1;"";"en-US";0;0
"sr:tournament:168";"Regionalliga Centre";1000;"sr:category:97";"Austria Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1682";"Tunisian Cup";1000;"sr:category:378";"Tunisia";"other";1;"";"en-US";0;0
"sr:tournament:169";"Vysshaya Liga";1000;"sr:category:91";"Belarus";"other";0;"";"en-US";0;0
"sr:tournament:1690";"National Womens Soccer League";1000;"sr:category:26";"USA";"other";1;"";"en-US";0;0
"sr:tournament:16918";"Concacaf League";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:1692";"AFC Asian Cup, Women";75;"sr:category:4";"International";"intl";1;"AFC";"en-US";1;1
"sr:tournament:1696";"FA Cup, Qualification";84;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:17";"Premier League";17;"sr:category:1";"England";"eu";1;"ENG";"en-US";1;0
"sr:tournament:170";"1. HNL";1000;"sr:category:14";"Croatia";"other";0;"";"en-US";0;0
"sr:tournament:1702";"AFC Challenge Cup";65;"sr:category:4";"International";"intl";1;"AFC";"en-US";1;1
"sr:tournament:171";"1st Division";1000;"sr:category:102";"Cyprus";"other";1;"";"en-US";0;0
"sr:tournament:1710";"Serie D, Prom. Playoffs";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:172";"1. Liga";1000;"sr:category:18";"Czech Republic";"other";1;"";"en-US";0;0
"sr:tournament:1722";"Copa Suruga Bank";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:173";"National League";90;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:17314";"U21 1. Lig";1000;"sr:category:254";"Turkey Amateur";"other";0;"";"en-US";0;0
"sr:tournament:174";"National League South";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:17504";"Tercera Division, Playoffs";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1754";"Supercopa MX";1000;"sr:category:12";"Mexico";"other";1;"";"en-US";0;0
"sr:tournament:176";"National League North";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:1772";"WK-League";1000;"sr:category:291";"Republic of Korea";"other";1;"";"en-US";0;0
