"Id";"Name";"Order";"CategoryId";"Country";"Region";"IsActive";"CountryCode";"Language";"IsMajor";"IsInternational"
"sr:tournament:1778";"Cupa Ligii";1000;"sr:category:77";"Romania";"other";0;"";"en-US";0;0
"sr:tournament:178";"Premium Liiga";1000;"sr:category:92";"Estonia";"other";1;"";"en-US";0;0
"sr:tournament:1782";"Reserve League";1000;"sr:category:22";"Scotland";"other";0;"";"en-US";0;0
"sr:tournament:1786";"FFA Cup";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:179";"Kakkonen, Group A";1000;"sr:category:19";"Finland";"other";1;"";"en-US";0;0
"sr:tournament:1790";"Honor Cup";1000;"sr:category:44";"Portugal";"other";0;"";"en-US";0;0
"sr:tournament:1794";"MLS All Star Game";1000;"sr:category:26";"USA";"other";0;"";"en-US";0;0
"sr:tournament:18";"Championship";85;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:180";"Kakkonen, Group B";1000;"sr:category:19";"Finland";"other";1;"";"en-US";0;0
"sr:tournament:1802";"U21 League";1000;"sr:category:78";"Bulgaria";"other";0;"";"en-US";0;0
"sr:tournament:1806";"U19 CEE Cup";1000;"sr:category:392";"International Youth";"other";1;"";"en-US";0;1
"sr:tournament:181";"Kakkonen, Group C";1000;"sr:category:19";"Finland";"other";1;"";"en-US";0;0
"sr:tournament:18188";"Ekstraliga, Women";1000;"sr:category:47";"Poland";"other";1;"";"en-US";0;0
"sr:tournament:182";"Ligue 2";112;"sr:category:7";"France";"other";1;"FRA";"en-US";1;0
"sr:tournament:18204";"1. Deild, Women";1000;"sr:category:10";"Iceland";"other";1;"";"en-US";0;0
"sr:tournament:1822";"Jordan Cup";1000;"sr:category:329";"Jordan";"other";0;"";"en-US";0;0
"sr:tournament:183";"National";111;"sr:category:7";"France";"other";1;"FRA";"en-US";1;0
"sr:tournament:18364";"Coupe de France, Women";1000;"sr:category:7";"France";"other";0;"";"en-US";0;0
"sr:tournament:184";"Hessenliga";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1846";"U21 Ligi";1000;"sr:category:254";"Turkey Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1848";"Africa Cup of Nations, Qualification";50;"sr:category:4";"International";"intl";1;"AFR";"en-US";1;1
"sr:tournament:185";"Super League 1";31;"sr:category:67";"Greece";"eu";1;"GRC";"en-US";1;0
"sr:tournament:1850";"U19 Friendly Games, Women";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:186";"Super League 2";1000;"sr:category:67";"Greece";"other";1;"";"en-US";0;0
"sr:tournament:1862";"Asian Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1866";"Asian Games, Women";74;"sr:category:392";"International Youth";"intl";1;"AFC";"en-US";1;1
"sr:tournament:187";"NB I";1000;"sr:category:11";"Hungary";"other";1;"";"en-US";0;0
"sr:tournament:188";"Urvalsdeild";1000;"sr:category:10";"Iceland";"other";1;"";"en-US";0;0
"sr:tournament:1890";"U19 AFC Championship";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:1892";"Premier League";1000;"sr:category:502";"Jamaica";"other";1;"";"en-US";0;0
"sr:tournament:1894";"W-League";1000;"sr:category:34";"Australia";"other";1;"";"en-US";0;0
"sr:tournament:19";"FA Cup";83;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:190";"Oberliga Southwest";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:1900";"Indian Super League";1000;"sr:category:352";"India";"as";1;"";"en-US";0;0
"sr:tournament:1904";"FA League Cup";1000;"sr:category:847";"Philippines";"other";0;"";"en-US";0;0
"sr:tournament:1906";"National First Division";1000;"sr:category:322";"South Africa";"other";1;"";"en-US";0;0
"sr:tournament:1908";"Segunda Division";1000;"sr:category:57";"Uruguay";"other";1;"";"en-US";0;0
"sr:tournament:1910";"Supercoppa Primavera";105;"sr:category:31";"Italy";"other";1;"ITA";"en-US";1;0
"sr:tournament:192";"Premier Division";1000;"sr:category:51";"Ireland";"other";1;"";"en-US";0;0
"sr:tournament:19202";"Campionato Primavera 2";1000;"sr:category:31";"Italy";"other";0;"";"en-US";0;0
"sr:tournament:19224";"Division 1";1000;"sr:category:339";"Hong Kong, China";"other";1;"";"en-US";0;0
"sr:tournament:19226";"Premier League";1000;"sr:category:85";"Malaysia";"other";1;"";"en-US";0;0
"sr:tournament:19232";"Thai League 2";1000;"sr:category:485";"Thailand";"other";1;"";"en-US";0;0
"sr:tournament:19238";"Division 1";1000;"sr:category:299";"United Arab Emirates";"other";1;"";"en-US";0;0
"sr:tournament:1924";"Super Cup";1000;"sr:category:296";"Armenia";"other";1;"";"en-US";0;0
"sr:tournament:19242";"Primera Division";1000;"sr:category:389";"Nicaragua";"other";1;"";"en-US";0;0
"sr:tournament:19246";"1. League Women";1000;"sr:category:23";"Slovakia";"other";1;"";"en-US";0;0
"sr:tournament:19248";"National League";1000;"sr:category:790";"Myanmar";"other";1;"";"en-US";0;0
"sr:tournament:19252";"Pro League";1000;"sr:category:527";"Trinidad and Tobago";"other";1;"";"en-US";0;0
"sr:tournament:19264";"Chinese Super League, Women";1000;"sr:category:99";"China";"other";0;"";"en-US";0;0
"sr:tournament:19266";"Nb I, Women";1000;"sr:category:11";"Hungary";"other";1;"";"en-US";0;0
"sr:tournament:19274";"Campeonato Nacional, Women";1000;"sr:category:44";"Portugal";"other";0;"";"en-US";0;0
"sr:tournament:19276";"Cup, Women";1000;"sr:category:10";"Iceland";"other";0;"";"en-US";0;0
"sr:tournament:19282";"Copa Venezuela";1000;"sr:category:281";"Venezuela";"other";1;"";"en-US";0;0
"sr:tournament:193";"First Division";1000;"sr:category:51";"Ireland";"other";0;"";"en-US";0;0
"sr:tournament:1930";"Berlusconi Trophy";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:194";"League Cup";1000;"sr:category:51";"Ireland";"other";1;"";"en-US";0;0
"sr:tournament:19496";"Botola 2";1000;"sr:category:303";"Morocco";"other";1;"";"en-US";0;0
"sr:tournament:195";"FAI Cup";1000;"sr:category:51";"Ireland";"other";1;"";"en-US";0;0
"sr:tournament:1954";"CONCACAF Womens Ch.ship";71;"sr:category:4";"International";"intl";1;"CAF";"en-US";1;1
"sr:tournament:196";"J.League";23;"sr:category:52";"Japan";"as";1;"JPN";"en-US";1;0
"sr:tournament:197";"Virsliga";1000;"sr:category:163";"Latvia";"other";1;"";"en-US";0;0
"sr:tournament:19724";"2Nd Division";1000;"sr:category:351";"Bahrain";"other";1;"";"en-US";0;0
"sr:tournament:198";"A Lyga";1000;"sr:category:160";"Lithuania";"other";1;"";"en-US";0;0
"sr:tournament:19870";"Hazfi Cup";1000;"sr:category:301";"Iran";"other";1;"";"en-US";0;0
"sr:tournament:199";"1. MFL";1000;"sr:category:159";"North Macedonia";"other";0;"";"en-US";0;0
"sr:tournament:1991";"FA Trophy, Qualification";1000;"sr:category:252";"England Amateur";"other";1;"";"en-US";0;0
"sr:tournament:20";"Eliteserien";1000;"sr:category:5";"Norway";"other";1;"";"en-US";0;0
"sr:tournament:200";"Premiership";1000;"sr:category:130";"Northern Ireland";"other";1;"";"en-US";0;0
"sr:tournament:20096";"Super Cup";1000;"sr:category:390";"Ivory Coast";"other";0;"";"en-US";0;0
"sr:tournament:201";"Toppserien, Women";1000;"sr:category:5";"Norway";"other";1;"";"en-US";0;0
"sr:tournament:20162";"National Football League";1000;"sr:category:951";"Rwanda";"other";1;"";"en-US";0;0
"sr:tournament:20178";"Copa Libertadores, Women";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:202";"Ekstraklasa";1000;"sr:category:47";"Poland";"other";1;"";"en-US";0;0
"sr:tournament:20226";"Super League, Women";1000;"sr:category:67";"Greece";"other";0;"";"en-US";0;0
"sr:tournament:203";"Premier League";32;"sr:category:21";"Russia";"eu";1;"RUS";"en-US";1;0
"sr:tournament:2032";"Sultan Cup";1000;"sr:category:415";"Oman";"other";1;"";"en-US";0;0
"sr:tournament:204";"Football National League";1000;"sr:category:21";"Russia";"other";0;"";"en-US";0;0
"sr:tournament:2043";"U17 Conmebol Championship";1000;"sr:category:392";"International Youth";"intl";0;"";"en-US";0;1
"sr:tournament:20434";"WC Qu. Int-Conf. Playoff";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:205";"FNL";1000;"sr:category:18";"Czech Republic";"other";1;"";"en-US";0;0
"sr:tournament:2053";"Lebanon Cup";1000;"sr:category:428";"Lebanon";"other";1;"";"en-US";0;0
"sr:tournament:20574";"Premier League";1000;"sr:category:804";"Botswana";"other";1;"";"en-US";0;0
"sr:tournament:20578";"Ligue 2";1000;"sr:category:378";"Tunisia";"other";1;"";"en-US";0;0
"sr:tournament:206";"Championship";1000;"sr:category:22";"Scotland";"other";1;"";"en-US";0;0
"sr:tournament:207";"League One";1000;"sr:category:22";"Scotland";"other";1;"";"en-US";0;0
"sr:tournament:2075";"Egypt Cup";1000;"sr:category:305";"Egypt";"other";1;"";"en-US";0;0
"sr:tournament:20780";"Super Cup";1000;"sr:category:304";"Algeria";"other";0;"";"en-US";0;0
"sr:tournament:20782";"Division 2, Promotion Playoffs";1000;"sr:category:9";"Sweden";"other";0;"";"en-US";0;0
"sr:tournament:20808";"Serie A, Women";1000;"sr:category:31";"Italy";"other";1;"";"en-US";0;0
"sr:tournament:209";"League Two";1000;"sr:category:22";"Scotland";"other";1;"";"en-US";0;0
"sr:tournament:2090";"Premier League 1, Women";1000;"sr:category:22";"Scotland";"other";0;"";"en-US";0;0
"sr:tournament:2094";"J.league 3";1000;"sr:category:52";"Japan";"other";1;"";"en-US";0;0
"sr:tournament:21";"EFL Cup";87;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:210";"Superliga";1000;"sr:category:152";"Serbia";"other";1;"";"en-US";0;0
"sr:tournament:2104";"League Cup A";1000;"sr:category:10";"Iceland";"other";0;"";"en-US";0;0
"sr:tournament:2108";"U20 Africa Cup of Nations";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:211";"Superliga";1000;"sr:category:23";"Slovakia";"other";0;"";"en-US";0;0
"sr:tournament:2110";"Kings Cup";1000;"sr:category:310";"Saudi Arabia";"other";1;"";"en-US";0;0
"sr:tournament:2112";"Premier League";1000;"sr:category:532";"Nigeria";"other";1;"";"en-US";0;0
"sr:tournament:2114";"U17 Concacaf Championship";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:212";"PrvaLiga";1000;"sr:category:24";"Slovenia";"other";1;"";"en-US";0;0
"sr:tournament:213";"Super Cup";91;"sr:category:32";"Spain";"other";1;"ESP";"en-US";1;0
"sr:tournament:214";"Damallsvenskan";1000;"sr:category:9";"Sweden";"other";1;"";"en-US";0;0
"sr:tournament:2142";"Premier League";1000;"sr:category:812";"Zambia";"other";1;"";"en-US";0;0
"sr:tournament:215";"Super League";1000;"sr:category:25";"Switzerland";"other";1;"";"en-US";0;0
"sr:tournament:2152";"U23 AFC Championship, Qualification";1000;"sr:category:392";"International Youth";"other";0;"";"en-US";0;1
"sr:tournament:216";"Challenge League";1000;"sr:category:25";"Switzerland";"other";1;"";"en-US";0;0
"sr:tournament:2161";"COSAFA Cup";60;"sr:category:4";"International";"intl";1;"";"en-US";1;1
"sr:tournament:217";"DFB Pokal";97;"sr:category:30";"Germany";"other";1;"DEU";"en-US";1;0
"sr:tournament:2171";"Girabola";1000;"sr:category:500";"Angola";"other";1;"";"en-US";0;0
"sr:tournament:2177";"FA Cup";1000;"sr:category:542";"Ghana";"other";0;"";"en-US";0;0
"sr:tournament:218";"Premier League";33;"sr:category:86";"Ukraine";"eu";1;"UKR";"en-US";1;0
"sr:tournament:2183";"Toulon Tournament";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:219";"Super Cup";1000;"sr:category:86";"Ukraine";"other";1;"";"en-US";0;0
"sr:tournament:2191";"U19 AFC Championship, Women";1000;"sr:category:392";"International Youth";"intl";0;"";"en-US";0;1
"sr:tournament:22";"1st Division";1000;"sr:category:5";"Norway";"other";1;"";"en-US";0;0
"sr:tournament:220";"Suomen Cup";1000;"sr:category:19";"Finland";"other";0;"";"en-US";0;0
"sr:tournament:222";"Premijer Liga";1000;"sr:category:158";"Bosnia & Herzegovina";"other";1;"";"en-US";0;0
"sr:tournament:224";"2. Liga";1000;"sr:category:23";"Slovakia";"other";0;"";"en-US";0;0
"sr:tournament:2242";"Super Cup";1000;"sr:category:66";"Israel";"other";1;"";"en-US";0;0
"sr:tournament:2244";"Trofeo de Campeon de Campeones";1000;"sr:category:12";"Mexico";"other";0;"";"en-US";0;0
"sr:tournament:2268";"Super League, Women";1000;"sr:category:33";"Belgium";"other";1;"";"en-US";0;0
"sr:tournament:2270";"Eredivisie, Women";1000;"sr:category:35";"Netherlands";"other";1;"";"en-US";0;0
"sr:tournament:2276";"Joan Gamper Trophy";1000;"sr:category:393";"International Clubs";"other";0;"";"en-US";0;1
"sr:tournament:229";"I Liga";1000;"sr:category:47";"Poland";"other";1;"";"en-US";0;0
"sr:tournament:2296";"Super Cup";1000;"sr:category:310";"Saudi Arabia";"other";0;"";"en-US";0;0
"sr:tournament:2298";"Division 1";1000;"sr:category:310";"Saudi Arabia";"other";1;"";"en-US";0;0
"sr:tournament:23";"Serie A";20;"sr:category:31";"Italy";"eu";1;"ITA";"en-US";1;0
"sr:tournament:2306";"Super Cup";1000;"sr:category:299";"United Arab Emirates";"other";1;"";"en-US";0;0
"sr:tournament:231";"Primera Division";1000;"sr:category:281";"Venezuela";"other";1;"";"en-US";0;0
"sr:tournament:232";"Women Bundesliga";1000;"sr:category:122";"Germany Amateur";"other";1;"";"en-US";0;0
"sr:tournament:2322";"2. Bundesliga, Women";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:2324";"UEFA Youth League";27;"sr:category:392";"International Youth";"eu";1;"UFA";"en-US";1;1
"sr:tournament:2330";"Serie D";102;"sr:category:31";"Italy";"other";1;"ITA";"en-US";1;0
"sr:tournament:2332";"African Games";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:2340";"Campionato Primavera 1";107;"sr:category:31";"Italy";"other";1;"ITA";"en-US";1;0
"sr:tournament:2342";"West Bank League";1000;"sr:category:540";"Palestine";"other";0;"";"en-US";0;0
"sr:tournament:2344";"Gaza Strip Premier League";1000;"sr:category:540";"Palestine";"other";0;"";"en-US";0;0
"sr:tournament:23455";"Super Liga Aguila Cup";1000;"sr:category:274";"Colombia";"other";0;"";"en-US";0;0
"sr:tournament:23479";"Premier Soccer League";1000;"sr:category:815";"Zimbabwe";"other";1;"";"en-US";0;0
"sr:tournament:23517";"U20 Copa Sao Paulo de Juniores";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:23551";"Azadegan League";1000;"sr:category:301";"Iran";"other";1;"";"en-US";0;0
"sr:tournament:2374";"U23 Waff Championship";1000;"sr:category:392";"International Youth";"intl";0;"";"en-US";0;1
"sr:tournament:23745";"FA Cup";1000;"sr:category:85";"Malaysia";"other";1;"";"en-US";0;0
"sr:tournament:23751";"First Division, Women";1000;"sr:category:134";"Malta";"other";1;"";"en-US";0;0
"sr:tournament:23755";"UEFA Nations League";13;"sr:category:4";"International";"eu";1;"UFA";"en-US";1;1
"sr:tournament:2376";"Super Cup";1000;"sr:category:428";"Lebanon";"other";1;"";"en-US";0;0
"sr:tournament:23785";"Premier League";1000;"sr:category:898";"Congo";"other";1;"";"en-US";0;0
"sr:tournament:23795";"Beker van Belgie, Women";1000;"sr:category:33";"Belgium";"other";1;"";"en-US";0;0
"sr:tournament:238";"Primeira Liga";34;"sr:category:44";"Portugal";"eu";1;"PRT";"en-US";1;0
"sr:tournament:23803";"Atlantic Cup";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:2386";"Premier League";1000;"sr:category:428";"Lebanon";"other";1;"";"en-US";0;0
"sr:tournament:239";"Segunda Liga";1000;"sr:category:44";"Portugal";"other";1;"";"en-US";0;0
"sr:tournament:24";"League One";88;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:240";"Serie A";1000;"sr:category:165";"Ecuador";"other";1;"";"en-US";0;0
"sr:tournament:24073";"Jordan 1st Division";1000;"sr:category:329";"Jordan";"other";1;"";"en-US";0;0
"sr:tournament:24197";"Indian Super Cup";1000;"sr:category:352";"India";"other";0;"";"en-US";0;0
"sr:tournament:242";"Major League Soccer";38;"sr:category:26";"USA";"am";1;"USA";"en-US";1;0
"sr:tournament:2430";"U23 AFC Championship";1000;"sr:category:392";"International Youth";"intl";0;"";"en-US";0;1
"sr:tournament:24359";"Maranhense";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:2436";"Premier League";1000;"sr:category:803";"Tanzania";"other";1;"";"en-US";0;0
"sr:tournament:2438";"SAFF Championship";58;"sr:category:4";"International";"intl";1;"AFC";"en-US";1;1
"sr:tournament:244";"Primera Division";39;"sr:category:49";"Chile";"am";1;"CHL";"en-US";1;0
"sr:tournament:246";"AFC Asian Cup";62;"sr:category:4";"International";"intl";1;"AFC";"en-US";1;1
"sr:tournament:2462";"King of Bahrain Cup";1000;"sr:category:351";"Bahrain";"other";1;"";"en-US";0;0
"sr:tournament:24636";"2Nd Division Group 2";1000;"sr:category:5";"Norway";"other";1;"";"en-US";0;0
"sr:tournament:24638";"2Nd Division Group 1";1000;"sr:category:5";"Norway";"other";1;"";"en-US";0;0
"sr:tournament:24640";"2Nd Division Playoffs";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24642";"3Rd Division Group 1";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24644";"3Rd Division Group 2";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24646";"3Rd Division Group 3";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24648";"3Rd Division Group 4";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24650";"3Rd Division Group 5";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24652";"3Rd Division Group 6";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24654";"2Nd Division Group 3";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24656";"2Nd Division Group 4";1000;"sr:category:5";"Norway";"other";0;"";"en-US";0;0
"sr:tournament:24662";"Regionalliga Playoffs";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:2468";"Primeira Liga Do Brasil";1000;"sr:category:13";"Brazil";"other";0;"";"en-US";0;0
"sr:tournament:247";"First Professional League";1000;"sr:category:78";"Bulgaria";"other";1;"";"en-US";0;0
"sr:tournament:24702";"A-Junioren-Bundesliga, Playoffs";1000;"sr:category:122";"Germany Amateur";"other";0;"";"en-US";0;0
"sr:tournament:24864";"Copa de SM La Reina";1000;"sr:category:32";"Spain";"other";0;"";"en-US";0;0
"sr:tournament:2494";"Concacaf Olympic Qualifications, Women";76;"sr:category:4";"International";"intl";1;"CAF";"en-US";1;1
"sr:tournament:2496";"UEFA Olympic Qualifications, Women";77;"sr:category:4";"International";"intl";1;"UFA";"en-US";1;1
"sr:tournament:24990";"Intercontinental Cup";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:25";"League Two";89;"sr:category:1";"England";"other";1;"ENG";"en-US";1;0
"sr:tournament:2505";"Shebelieves Cup, Women";78;"sr:category:4";"International";"intl";1;"";"en-US";1;1
"sr:tournament:2511";"FA Super Cup";1000;"sr:category:99";"China";"other";0;"";"en-US";0;0
"sr:tournament:2513";"Presidents Cup";1000;"sr:category:299";"United Arab Emirates";"other";0;"";"en-US";0;0
"sr:tournament:2515";"AFC Olympic Qualification, Women";73;"sr:category:4";"International";"intl";1;"AFC";"en-US";1;1
"sr:tournament:2529";"Nadeshiko League, Div. 1, Women";1000;"sr:category:52";"Japan";"other";0;"";"en-US";0;0
"sr:tournament:2531";"Concacaf/Conmebol Olympic Qualifying";1000;"sr:category:392";"International Youth";"other";1;"";"en-US";0;1
"sr:tournament:2537";"Vietnam Cup";1000;"sr:category:366";"Vietnam";"other";1;"";"en-US";0;0
"sr:tournament:2539";"U19";1000;"sr:category:155";"Sweden Amateur";"other";0;"";"en-US";0;0
"sr:tournament:254";"Cymru Premier";1000;"sr:category:131";"Wales";"other";0;"";"en-US";0;0
"sr:tournament:25615";"U18 Clj";1000;"sr:category:47";"Poland";"other";0;"";"en-US";0;0
"sr:tournament:25669";"International Champions Cup, Women";1000;"sr:category:393";"International Clubs";"other";1;"";"en-US";0;1
"sr:tournament:25729";"Central American And Caribbean Games, Women";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:25731";"Central American And Caribbean Games";1000;"sr:category:392";"International Youth";"other";0;"";"en-US";0;1
"sr:tournament:258";"U19 European Ch.ship";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:25835";"III Liga, Group 1";1000;"sr:category:47";"Poland";"other";0;"";"en-US";0;0
"sr:tournament:25837";"III Liga, Group 2";1000;"sr:category:47";"Poland";"other";0;"";"en-US";0;0
"sr:tournament:25839";"III Liga, Group 3";1000;"sr:category:47";"Poland";"other";0;"";"en-US";0;0
"sr:tournament:25841";"III Liga, Group 4";1000;"sr:category:47";"Poland";"other";0;"";"en-US";0;0
"sr:tournament:25867";"Super 8";1000;"sr:category:824";"Uganda";"other";1;"";"en-US";0;0
"sr:tournament:26";"U21 Euro Qualification";1000;"sr:category:392";"International Youth";"intl";1;"";"en-US";0;1
"sr:tournament:26006";"Asian Games, Women";1000;"sr:category:4";"International";"other";1;"";"en-US";0;1
"sr:tournament:26018";"Tercera Division, Group 1";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26020";"Tercera Division, Group 2";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26022";"Tercera Division, Group 3";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26024";"Tercera Division, Group 4";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26026";"Tercera Division, Group 5";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26028";"Tercera Division, Group 6";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26030";"Tercera Division, Group 7";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26032";"Tercera Division, Group 8";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26034";"Tercera Division, Group 9";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26036";"Tercera Division, Group 10";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
"sr:tournament:26038";"Tercera Division, Group 11";1000;"sr:category:421";"Spain Amateur";"other";0;"";"en-US";0;0
